error_type,record_id,severity
NON_BUSINESS_DAY,LN-002162,Low
NON_BUSINESS_DAY,LN-002165,Low
NON_BUSINESS_DAY,LN-002166,Low
NON_BUSINESS_DAY,LN-002169,Low
NON_BUSINESS_DAY,LN-002170,Low
NON_BUSINESS_DAY,LN-002174,Low
NON_BUSINESS_DAY,LN-002177,Low
NON_BUSINESS_DAY,LN-002181,Low
NON_BUSINESS_DAY,LN-002188,Low
NON_BUSINESS_DAY,LN-002190,Low
NON_BUSINESS_DAY,LN-002191,Low
NON_BUSINESS_DAY,LN-002203,Low
NON_BUSINESS_DAY,LN-002213,Low
NON_BUSINESS_DAY,LN-002215,Low
NON_BUSINESS_DAY,LN-002218,Low
NON_BUSINESS_DAY,LN-002220,Low
NON_BUSINESS_DAY,LN-002224,Low
NON_BUSINESS_DAY,LN-002228,Low
NON_BUSINESS_DAY,LN-002230,Low
NON_BUSINESS_DAY,LN-002236,Low
NON_BUSINESS_DAY,LN-002243,Low
NON_BUSINESS_DAY,LN-002244,Low
NON_BUSINESS_DAY,LN-002246,Low
NON_BUSINESS_DAY,LN-002248,Low
NON_BUSINESS_DAY,LN-002250,Low
NON_BUSINESS_DAY,LN-002251,Low
NON_BUSINESS_DAY,LN-002255,Low
NON_BUSINESS_DAY,LN-002258,Low
NON_BUSINESS_DAY,LN-002266,Low
NON_BUSINESS_DAY,LN-002267,Low
NON_BUSINESS_DAY,LN-002268,Low
NON_BUSINESS_DAY,LN-002270,Low
NON_BUSINESS_DAY,LN-002271,Low
NON_BUSINESS_DAY,LN-002272,Low
NON_BUSINESS_DAY,LN-002285,Low
NON_BUSINESS_DAY,LN-002286,Low
NON_BUSINESS_DAY,LN-002288,Low
NON_BUSINESS_DAY,LN-002290,Low
NON_BUSINESS_DAY,LN-002292,Low
NON_BUSINESS_DAY,LN-002297,Low
NON_BUSINESS_DAY,LN-002299,Low
NON_BUSINESS_DAY,LN-002301,Low
NON_BUSINESS_DAY,LN-002303,Low
NON_BUSINESS_DAY,LN-002304,Low
NON_BUSINESS_DAY,LN-002305,Low
NON_BUSINESS_DAY,LN-002309,Low
NON_BUSINESS_DAY,LN-002313,Low
NON_BUSINESS_DAY,LN-002315,Low
NON_BUSINESS_DAY,LN-002317,Low
NON_BUSINESS_DAY,LN-002321,Low
NON_BUSINESS_DAY,LN-002323,Low
NON_BUSINESS_DAY,LN-002326,Low
NON_BUSINESS_DAY,LN-002329,Low
NON_BUSINESS_DAY,LN-002334,Low
NON_BUSINESS_DAY,LN-002335,Low
NON_BUSINESS_DAY,LN-002340,Low
NON_BUSINESS_DAY,LN-002344,Low
NON_BUSINESS_DAY,LN-002345,Low
NON_BUSINESS_DAY,LN-002347,Low
NON_BUSINESS_DAY,LN-002349,Low
NON_BUSINESS_DAY,LN-002353,Low
NON_BUSINESS_DAY,LN-002357,Low
NON_BUSINESS_DAY,LN-002358,Low
NON_BUSINESS_DAY,LN-002359,Low
NON_BUSINESS_DAY,LN-002361,Low
NON_BUSINESS_DAY,LN-002362,Low
NON_BUSINESS_DAY,LN-002363,Low
NON_BUSINESS_DAY,LN-002365,Low
NON_BUSINESS_DAY,LN-002368,Low
NON_BUSINESS_DAY,LN-002374,Low
NON_BUSINESS_DAY,LN-002390,Low
NON_BUSINESS_DAY,LN-002393,Low
NON_BUSINESS_DAY,LN-002396,Low
NON_BUSINESS_DAY,LN-002409,Low
NON_BUSINESS_DAY,LN-002410,Low
NON_BUSINESS_DAY,LN-002413,Low
NON_BUSINESS_DAY,LN-002415,Low
NON_BUSINESS_DAY,LN-002418,Low
NON_BUSINESS_DAY,LN-002425,Low
NON_BUSINESS_DAY,LN-002429,Low
NON_BUSINESS_DAY,LN-002433,Low
NON_BUSINESS_DAY,LN-002434,Low
NON_BUSINESS_DAY,LN-002440,Low
NON_BUSINESS_DAY,LN-002441,Low
NON_BUSINESS_DAY,LN-002446,Low
NON_BUSINESS_DAY,LN-002448,Low
NON_BUSINESS_DAY,LN-002454,Low
NON_BUSINESS_DAY,LN-002458,Low
NON_BUSINESS_DAY,LN-002459,Low
NON_BUSINESS_DAY,LN-002463,Low
NON_BUSINESS_DAY,LN-002466,Low
NON_BUSINESS_DAY,LN-002468,Low
NON_BUSINESS_DAY,LN-002469,Low
NON_BUSINESS_DAY,LN-002470,Low
NON_BUSINESS_DAY,LN-002475,Low
NON_BUSINESS_DAY,LN-002482,Low
NON_BUSINESS_DAY,LN-002486,Low
NON_BUSINESS_DAY,LN-002489,Low
NON_BUSINESS_DAY,LN-002497,Low
NON_BUSINESS_DAY,LN-002498,Low
NON_BUSINESS_DAY,LN-000656,Low
NON_BUSINESS_DAY,LN-000899,Low
NON_BUSINESS_DAY,LN-001550,Low
NON_BUSINESS_DAY,LN-000768,Low
COUPON_OUTLIER,SEC-0034,Medium
COUPON_OUTLIER,SEC-0052,Medium
COUPON_OUTLIER,SEC-0050,Medium
COUPON_OUTLIER,SEC-0057,Medium
COUPON_OUTLIER,SEC-0092,Medium
COUPON_OUTLIER,SEC-0067,Medium
COUPON_OUTLIER,SEC-0070,Medium
COUPON_OUTLIER,SEC-0018,Medium
COUPON_OUTLIER,SEC-0037,Medium
COUPON_OUTLIER,SEC-0093,Medium
COUPON_OUTLIER,SEC-0011,Medium
COUPON_OUTLIER,SEC-0012,Medium
COUPON_OUTLIER,SEC-0061,Medium
COUPON_OUTLIER,SEC-0069,Medium
COUPON_OUTLIER,SEC-0014,Medium
COUPON_OUTLIER,SEC-0028,Medium
COUPON_OUTLIER,SEC-0044,Medium
COUPON_OUTLIER,SEC-0033,Medium
COUPON_OUTLIER,SEC-0069,Medium
COUPON_OUTLIER,SEC-0089,Medium
COUPON_OUTLIER,SEC-0022,Medium
COUPON_OUTLIER,SEC-0098,Medium
COUPON_OUTLIER,SEC-0039,Medium
COUPON_OUTLIER,SEC-0048,Medium
COUPON_OUTLIER,SEC-0064,Medium
COUPON_OUTLIER,SEC-0092,Medium
COUPON_OUTLIER,SEC-0017,Medium
COUPON_OUTLIER,SEC-0057,Medium
COUPON_OUTLIER,SEC-0090,Medium
COUPON_OUTLIER,SEC-0090,Medium
STALE_PENDING,LN-000012,Medium
STALE_PENDING,LN-000015,Medium
STALE_PENDING,LN-000029,Medium
STALE_PENDING,LN-000031,Medium
STALE_PENDING,LN-000033,Medium
STALE_PENDING,LN-000037,Medium
STALE_PENDING,LN-000045,Medium
STALE_PENDING,LN-000046,Medium
STALE_PENDING,LN-000051,Medium
STALE_PENDING,LN-000054,Medium
STALE_PENDING,LN-000060,Medium
STALE_PENDING,LN-000094,Medium
STALE_PENDING,LN-000120,Medium
STALE_PENDING,LN-000128,Medium
STALE_PENDING,LN-000130,Medium
STALE_PENDING,LN-000143,Medium
STALE_PENDING,LN-000150,Medium
STALE_PENDING,LN-000152,Medium
STALE_PENDING,LN-000154,Medium
STALE_PENDING,LN-000156,Medium
STALE_PENDING,LN-000163,Medium
STALE_PENDING,LN-000169,Medium
STALE_PENDING,LN-000178,Medium
STALE_PENDING,LN-000183,Medium
STALE_PENDING,LN-000185,Medium
STALE_PENDING,LN-000201,Medium
STALE_PENDING,LN-000215,Medium
STALE_PENDING,LN-000220,Medium
STALE_PENDING,LN-000222,Medium
STALE_PENDING,LN-000250,Medium
STALE_PENDING,LN-000256,Medium
STALE_PENDING,LN-000259,Medium
STALE_PENDING,LN-000262,Medium
STALE_PENDING,LN-000263,Medium
STALE_PENDING,LN-000267,Medium
STALE_PENDING,LN-000273,Medium
STALE_PENDING,LN-000278,Medium
STALE_PENDING,LN-000280,Medium
STALE_PENDING,LN-000288,Medium
STALE_PENDING,LN-000292,Medium
STALE_PENDING,LN-000305,Medium
STALE_PENDING,LN-000309,Medium
STALE_PENDING,LN-000324,Medium
STALE_PENDING,LN-000331,Medium
STALE_PENDING,LN-000340,Medium
STALE_PENDING,LN-000344,Medium
STALE_PENDING,LN-000361,Medium
STALE_PENDING,LN-000362,Medium
STALE_PENDING,LN-000375,Medium
STALE_PENDING,LN-000377,Medium
STALE_PENDING,LN-000392,Medium
STALE_PENDING,LN-000397,Medium
STALE_PENDING,LN-000398,Medium
STALE_PENDING,LN-000400,Medium
STALE_PENDING,LN-000402,Medium
STALE_PENDING,LN-000415,Medium
STALE_PENDING,LN-000416,Medium
STALE_PENDING,LN-000422,Medium
STALE_PENDING,LN-000426,Medium
STALE_PENDING,LN-000433,Medium
STALE_PENDING,LN-000441,Medium
STALE_PENDING,LN-000444,Medium
STALE_PENDING,LN-000449,Medium
STALE_PENDING,LN-000456,Medium
STALE_PENDING,LN-000464,Medium
STALE_PENDING,LN-000465,Medium
STALE_PENDING,LN-000473,Medium
STALE_PENDING,LN-000480,Medium
STALE_PENDING,LN-000494,Medium
STALE_PENDING,LN-000507,Medium
STALE_PENDING,LN-000515,Medium
STALE_PENDING,LN-000522,Medium
STALE_PENDING,LN-000536,Medium
STALE_PENDING,LN-000538,Medium
STALE_PENDING,LN-000541,Medium
STALE_PENDING,LN-000556,Medium
STALE_PENDING,LN-000561,Medium
STALE_PENDING,LN-000564,Medium
STALE_PENDING,LN-000569,Medium
STALE_PENDING,LN-000576,Medium
STALE_PENDING,LN-000604,Medium
STALE_PENDING,LN-000625,Medium
STALE_PENDING,LN-000629,Medium
STALE_PENDING,LN-000631,Medium
STALE_PENDING,LN-000646,Medium
STALE_PENDING,LN-000647,Medium
STALE_PENDING,LN-000658,Medium
STALE_PENDING,LN-000659,Medium
STALE_PENDING,LN-000688,Medium
STALE_PENDING,LN-000691,Medium
STALE_PENDING,LN-000692,Medium
STALE_PENDING,LN-000696,Medium
STALE_PENDING,LN-000701,Medium
STALE_PENDING,LN-000705,Medium
STALE_PENDING,LN-000717,Medium
STALE_PENDING,LN-000728,Medium
STALE_PENDING,LN-000729,Medium
STALE_PENDING,LN-000734,Medium
STALE_PENDING,LN-000735,Medium
STALE_PENDING,LN-000753,Medium
STALE_PENDING,LN-000754,Medium
STALE_PENDING,LN-000762,Medium
STALE_PENDING,LN-000766,Medium
STALE_PENDING,LN-000772,Medium
STALE_PENDING,LN-000774,Medium
STALE_PENDING,LN-000786,Medium
STALE_PENDING,LN-000791,Medium
STALE_PENDING,LN-000801,Medium
STALE_PENDING,LN-000807,Medium
STALE_PENDING,LN-000809,Medium
STALE_PENDING,LN-000814,Medium
STALE_PENDING,LN-000832,Medium
STALE_PENDING,LN-000847,Medium
STALE_PENDING,LN-000850,Medium
STALE_PENDING,LN-000859,Medium
STALE_PENDING,LN-000867,Medium
STALE_PENDING,LN-000874,Medium
STALE_PENDING,LN-000887,Medium
STALE_PENDING,LN-000893,Medium
STALE_PENDING,LN-000897,Medium
STALE_PENDING,LN-000901,Medium
STALE_PENDING,LN-000904,Medium
STALE_PENDING,LN-000917,Medium
STALE_PENDING,LN-000922,Medium
STALE_PENDING,LN-000928,Medium
STALE_PENDING,LN-000933,Medium
STALE_PENDING,LN-000934,Medium
STALE_PENDING,LN-000945,Medium
STALE_PENDING,LN-000948,Medium
STALE_PENDING,LN-000960,Medium
STALE_PENDING,LN-000975,Medium
STALE_PENDING,LN-000977,Medium
STALE_PENDING,LN-000988,Medium
STALE_PENDING,LN-000991,Medium
STALE_PENDING,LN-000998,Medium
STALE_PENDING,LN-001000,Medium
STALE_PENDING,LN-001001,Medium
STALE_PENDING,LN-001015,Medium
STALE_PENDING,LN-001026,Medium
STALE_PENDING,LN-001029,Medium
STALE_PENDING,LN-001054,Medium
STALE_PENDING,LN-001057,Medium
STALE_PENDING,LN-001059,Medium
STALE_PENDING,LN-001106,Medium
STALE_PENDING,LN-001110,Medium
STALE_PENDING,LN-001114,Medium
STALE_PENDING,LN-001143,Medium
STALE_PENDING,LN-001148,Medium
STALE_PENDING,LN-001186,Medium
STALE_PENDING,LN-001221,Medium
STALE_PENDING,LN-001223,Medium
STALE_PENDING,LN-001229,Medium
STALE_PENDING,LN-001240,Medium
STALE_PENDING,LN-001245,Medium
STALE_PENDING,LN-001248,Medium
STALE_PENDING,LN-001252,Medium
STALE_PENDING,LN-001261,Medium
STALE_PENDING,LN-001269,Medium
STALE_PENDING,LN-001285,Medium
STALE_PENDING,LN-001287,Medium
STALE_PENDING,LN-001297,Medium
STALE_PENDING,LN-001299,Medium
STALE_PENDING,LN-001310,Medium
STALE_PENDING,LN-001316,Medium
STALE_PENDING,LN-001319,Medium
STALE_PENDING,LN-001342,Medium
STALE_PENDING,LN-001344,Medium
STALE_PENDING,LN-001371,Medium
STALE_PENDING,LN-001377,Medium
STALE_PENDING,LN-001380,Medium
STALE_PENDING,LN-001404,Medium
STALE_PENDING,LN-001405,Medium
STALE_PENDING,LN-001406,Medium
STALE_PENDING,LN-001413,Medium
STALE_PENDING,LN-001419,Medium
STALE_PENDING,LN-001421,Medium
STALE_PENDING,LN-001423,Medium
STALE_PENDING,LN-001436,Medium
STALE_PENDING,LN-001440,Medium
STALE_PENDING,LN-001442,Medium
STALE_PENDING,LN-001452,Medium
STALE_PENDING,LN-001458,Medium
STALE_PENDING,LN-001460,Medium
STALE_PENDING,LN-001484,Medium
STALE_PENDING,LN-001508,Medium
STALE_PENDING,LN-001509,Medium
STALE_PENDING,LN-001528,Medium
STALE_PENDING,LN-001533,Medium
STALE_PENDING,LN-001558,Medium
STALE_PENDING,LN-001576,Medium
STALE_PENDING,LN-001584,Medium
STALE_PENDING,LN-001590,Medium
STALE_PENDING,LN-001595,Medium
STALE_PENDING,LN-001597,Medium
STALE_PENDING,LN-001621,Medium
STALE_PENDING,LN-001624,Medium
STALE_PENDING,LN-001634,Medium
STALE_PENDING,LN-001636,Medium
STALE_PENDING,LN-001643,Medium
STALE_PENDING,LN-001650,Medium
STALE_PENDING,LN-001654,Medium
STALE_PENDING,LN-001658,Medium
STALE_PENDING,LN-001677,Medium
STALE_PENDING,LN-001678,Medium
STALE_PENDING,LN-001679,Medium
STALE_PENDING,LN-001681,Medium
STALE_PENDING,LN-001682,Medium
STALE_PENDING,LN-001705,Medium
STALE_PENDING,LN-001708,Medium
STALE_PENDING,LN-001711,Medium
STALE_PENDING,LN-001720,Medium
STALE_PENDING,LN-001728,Medium
STALE_PENDING,LN-001736,Medium
STALE_PENDING,LN-001737,Medium
STALE_PENDING,LN-001739,Medium
STALE_PENDING,LN-001740,Medium
STALE_PENDING,LN-001757,Medium
STALE_PENDING,LN-001761,Medium
STALE_PENDING,LN-001766,Medium
STALE_PENDING,LN-001770,Medium
STALE_PENDING,LN-001772,Medium
STALE_PENDING,LN-001773,Medium
STALE_PENDING,LN-001777,Medium
STALE_PENDING,LN-001780,Medium
STALE_PENDING,LN-001785,Medium
STALE_PENDING,LN-001788,Medium
STALE_PENDING,LN-001799,Medium
STALE_PENDING,LN-001805,Medium
STALE_PENDING,LN-001825,Medium
STALE_PENDING,LN-001840,Medium
STALE_PENDING,LN-001841,Medium
STALE_PENDING,LN-001851,Medium
STALE_PENDING,LN-001855,Medium
STALE_PENDING,LN-001860,Medium
STALE_PENDING,LN-001879,Medium
STALE_PENDING,LN-001881,Medium
STALE_PENDING,LN-001902,Medium
STALE_PENDING,LN-001905,Medium
STALE_PENDING,LN-001910,Medium
STALE_PENDING,LN-001921,Medium
STALE_PENDING,LN-001922,Medium
STALE_PENDING,LN-001941,Medium
STALE_PENDING,LN-001962,Medium
STALE_PENDING,LN-001971,Medium
STALE_PENDING,LN-001974,Medium
STALE_PENDING,LN-001983,Medium
STALE_PENDING,LN-001988,Medium
STALE_PENDING,LN-002000,Medium
STALE_PENDING,LN-002006,Medium
STALE_PENDING,LN-002010,Medium
STALE_PENDING,LN-002013,Medium
STALE_PENDING,LN-002015,Medium
STALE_PENDING,LN-002033,Medium
STALE_PENDING,LN-002036,Medium
STALE_PENDING,LN-002045,Medium
STALE_PENDING,LN-002046,Medium
STALE_PENDING,LN-002050,Medium
STALE_PENDING,LN-002051,Medium
STALE_PENDING,LN-002076,Medium
STALE_PENDING,LN-002079,Medium
STALE_PENDING,LN-002083,Medium
STALE_PENDING,LN-002085,Medium
STALE_PENDING,LN-002090,Medium
STALE_PENDING,LN-002091,Medium
STALE_PENDING,LN-002096,Medium
STALE_PENDING,LN-002097,Medium
STALE_PENDING,LN-002101,Medium
STALE_PENDING,LN-002103,Medium
STALE_PENDING,LN-002111,Medium
STALE_PENDING,LN-002116,Medium
STALE_PENDING,LN-002118,Medium
STALE_PENDING,LN-002134,Medium
STALE_PENDING,LN-002145,Medium
STALE_PENDING,LN-002149,Medium
STALE_PENDING,LN-002169,Medium
STALE_PENDING,LN-002184,Medium
STALE_PENDING,LN-002198,Medium
STALE_PENDING,LN-002200,Medium
STALE_PENDING,LN-002214,Medium
STALE_PENDING,LN-002225,Medium
STALE_PENDING,LN-002236,Medium
STALE_PENDING,LN-002241,Medium
STALE_PENDING,LN-002270,Medium
STALE_PENDING,LN-002278,Medium
STALE_PENDING,LN-002284,Medium
STALE_PENDING,LN-002288,Medium
STALE_PENDING,LN-002290,Medium
STALE_PENDING,LN-002293,Medium
STALE_PENDING,LN-002297,Medium
STALE_PENDING,LN-002309,Medium
STALE_PENDING,LN-002310,Medium
STALE_PENDING,LN-002312,Medium
STALE_PENDING,LN-002314,Medium
STALE_PENDING,LN-002318,Medium
STALE_PENDING,LN-002325,Medium
STALE_PENDING,LN-002332,Medium
STALE_PENDING,LN-002333,Medium
STALE_PENDING,LN-002337,Medium
STALE_PENDING,LN-002338,Medium
STALE_PENDING,LN-002341,Medium
STALE_PENDING,LN-002353,Medium
STALE_PENDING,LN-002360,Medium
STALE_PENDING,LN-002374,Medium
STALE_PENDING,LN-002378,Medium
STALE_PENDING,LN-002386,Medium
STALE_PENDING,LN-002387,Medium
STALE_PENDING,LN-002391,Medium
STALE_PENDING,LN-002410,Medium
STALE_PENDING,LN-002420,Medium
STALE_PENDING,LN-002432,Medium
STALE_PENDING,LN-002452,Medium
STALE_PENDING,LN-002461,Medium
STALE_PENDING,LN-002465,Medium
STALE_PENDING,LN-002466,Medium
STALE_PENDING,LN-002472,Medium
STALE_PENDING,LN-002475,Medium
STALE_PENDING,LN-002010,Medium
STALE_PENDING,LN-000536,Medium
